word,2of12inf,NWL2023,google20k,ALL_THREE
acerbated,1,1,0,0
acerbates,1,1,0,0
acerbating,1,1,0,0
acerber,0,1,0,0
acerbest,0,1,0,0
acerbic,1,1,0,0
acerbically,1,1,0,0
acerbities,1,1,0,0
acerbity,1,1,0,0
acerola,0,1,0,0
acerolas,0,1,0,0
acerose,0,1,0,0
acerous,0,1,0,0
acervate,0,1,0,0
acervuli,0,1,0,0
acervulus,0,1,0,0
aces,1,1,1,1
acescent,0,1,0,0
acescents,0,1,0,0
acesulfame,0,1,0,0
acesulfames,0,1,0,0
aceta,0,1,0,0
acetabula,0,1,0,0
acetabular,0,1,0,0
acetabulum,0,1,0,0
acetabulums,0,1,0,0
acetal,0,1,0,0
acetaldehyde,0,1,0,0
acetaldehydes,0,1,0,0
acetals,0,1,0,0
acetamid,0,1,0,0
acetamide,0,1,0,0
acetamides,0,1,0,0
acetamids,0,1,0,0
acetaminophen,1,1,0,0
acetaminophens,1,1,0,0
acetanilid,0,1,0,0
acetanilide,0,1,0,0
acetanilides,0,1,0,0
acetanilids,0,1,0,0
acetate,1,1,1,1
acetated,0,1,0,0
acetates,1,1,0,0
acetazolamide,0,1,0,0
acetazolamides,0,1,0,0
acetic,1,1,0,0
acetification,0,1,0,0
acetifications,0,1,0,0
acetified,0,1,0,0
acetifier,0,1,0,0
acetifiers,0,1,0,0
acetifies,0,1,0,0
acetify,0,1,0,0
acetifying,0,1,0,0
acetin,0,1,0,0
acetins,0,1,0,0
acetone,1,1,0,0
acetones,1,1,0,0
acetonic,1,1,0,0
acetonitrile,0,1,0,0
acetonitriles,0,1,0,0
acetophenetidin,0,1,0,0
acetose,0,1,0,0
acetous,0,1,0,0
acetoxyl,0,1,0,0
acetoxyls,0,1,0,0
acetum,0,1,0,0
acetyl,0,1,0,0
acetylate,0,1,0,0
acetylated,0,1,0,0
acetylates,0,1,0,0
acetylating,0,1,0,0
acetylation,0,1,0,0
acetylations,0,1,0,0
acetylative,0,1,0,0
acetylcholine,0,1,0,0
acetylcholines,0,1,0,0
acetylene,1,1,0,0
acetylenes,1,1,0,0
acetylenic,0,1,0,0
acetylic,0,1,0,0
acetylide,0,1,0,0
acetylides,0,1,0,0
acetyls,0,1,0,0
achalasia,0,1,0,0
achalasias,0,1,0,0
ache,1,1,0,0
ached,1,1,0,0
achene,1,1,0,0
achenes,1,1,0,0
achenial,0,1,0,0
aches,1,1,0,0
achier,1,1,0,0
achiest,1,1,0,0
achievable,1,1,0,0
achieve,1,1,1,1
achieved,1,1,1,1
achievement,1,1,1,1
achievements,1,1,1,1
achiever,1,1,0,0
achievers,1,1,0,0
achieves,1,1,1,1
achieving,1,1,1,1
achillea,0,1,0,0
achilleas,0,1,0,0
achiness,0,1,0,0
achinesses,0,1,0,0
aching,1,1,0,0
achingly,0,1,0,0
achiote,0,1,0,0
achiotes,0,1,0,0
achiral,0,1,0,0
achlorhydria,0,1,0,0
achlorhydrias,0,1,0,0
achlorhydric,0,1,0,0
acholia,0,1,0,0
acholias,0,1,0,0
achondrite,0,1,0,0
achondrites,0,1,0,0
achondritic,0,1,0,0
achondroplasia,0,1,0,0
achondroplasias,0,1,0,0
achondroplastic,0,1,0,0
achoo,1,1,0,0
achoos,1,0,0,0
achromat,0,1,0,0
achromatic,1,1,0,0
achromatically,0,1,0,0
achromaticities,0,1,0,0
achromaticity,0,1,0,0
achromatism,0,1,0,0
achromatisms,0,1,0,0
achromatize,0,1,0,0
achromatized,0,1,0,0
achromatizes,0,1,0,0
achromatizing,0,1,0,0
achromats,0,1,0,0
achromic,0,1,0,0
achromous,0,1,0,0
achy,1,1,0,0
acicula,0,1,0,0
aciculae,0,1,0,0
acicular,0,1,0,0
aciculas,0,1,0,0
aciculate,0,1,0,0
aciculum,0,1,0,0
aciculums,0,1,0,0
acid,1,1,1,1
acidemia,0,1,0,0
acidemias,0,1,0,0
acidhead,0,1,0,0
acidheads,0,1,0,0
acidic,1,1,0,0
acidification,0,1,0,0
acidifications,0,1,0,0
acidified,1,1,0,0
acidifier,0,1,0,0
acidifiers,0,1,0,0
acidifies,1,1,0,0
acidify,1,1,0,0
acidifying,1,1,0,0
acidimeter,0,1,0,0
acidimeters,0,1,0,0
acidimetric,0,1,0,0
acidimetries,0,1,0,0
acidimetry,0,1,0,0
acidities,1,1,0,0
acidity,1,1,0,0
acidly,1,1,0,0
acidness,0,1,0,0
acidnesses,0,1,0,0
acidophil,0,1,0,0
acidophile,0,1,0,0
acidophiles,0,1,0,0
acidophilic,0,1,0,0
acidophils,0,1,0,0
acidophilus,0,1,0,0
acidophiluses,0,1,0,0
acidoses,1,1,0,0
acidosis,1,1,0,0
acidotic,0,1,0,0
acids,1,1,1,1
acidulate,0,1,0,0
acidulated,0,1,0,0
acidulates,0,1,0,0
acidulating,0,1,0,0
acidulation,0,1,0,0
acidulations,0,1,0,0
acidulent,0,1,0,0
acidulous,1,1,0,0
aciduria,0,1,0,0
acidurias,0,1,0,0
acidy,0,1,0,0
acierate,0,1,0,0
acierated,0,1,0,0
acierates,0,1,0,0
acierating,0,1,0,0
aciform,0,1,0,0
acinar,0,1,0,0
acing,1,1,0,0
acini,0,1,0,0
acinic,0,1,0,0
aciniform,0,1,0,0
acinose,0,1,0,0
acinous,0,1,0,0
acinus,0,1,0,0
ack,0,1,1,0
ackee,0,1,0,0
ackees,0,1,0,0
acknowledge,1,1,1,1
acknowledgeable,0,1,0,0
acknowledged,1,1,1,1
acknowledgedly,0,1,0,0
acknowledgement,1,1,1,1
acknowledgements,1,0,1,0
acknowledges,1,1,1,1
acknowledging,1,1,0,0
acknowledgment,1,1,0,0
acknowledgments,1,1,1,1
acl,0,0,1,0
aclinic,0,1,0,0
aclu,0,0,1,0
acm,0,0,1,0
acmatic,0,1,0,0
acme,1,1,1,1
acmes,1,1,0,0
acmic,0,1,0,0
acne,1,1,1,1
acned,0,1,0,0
acnes,1,1,0,0
acnode,0,1,0,0
acnodes,0,1,0,0
acock,0,1,0,0
acoelomate,0,1,0,0
acoelomates,0,1,0,0
acoelous,0,1,0,0
acold,0,1,0,0
acolyte,1,1,0,0
acolytes,1,1,0,0
aconite,1,1,0,0
aconites,1,1,0,0
aconitic,0,1,0,0
aconitine,0,1,0,0
aconitines,0,1,0,0
aconitum,0,1,0,0
aconitums,0,1,0,0
acorn,1,1,1,1
acorned,0,1,0,0
acorns,1,1,0,0
acoustic,1,1,1,1
acoustical,1,1,0,0
acoustically,1,1,0,0
acoustician,0,1,0,0
acousticians,0,1,0,0
acoustics,1,1,1,1
acp,0,0,1,0
acquaint,1,1,0,0
acquaintance,1,1,0,0
acquaintances,1,1,0,0
acquaintanceship,1,0,0,0
acquaintanceships,1,0,0,0
acquainted,1,1,0,0
acquainting,1,1,0,0
acquaints,1,1,0,0
acquest,0,1,0,0
acquests,0,1,0,0
acquiesce,1,1,0,0
acquiesced,1,1,0,0
acquiescence,1,1,0,0
acquiescences,1,1,0,0
acquiescent,1,1,0,0
acquiescently,1,1,0,0
acquiesces,1,1,0,0
acquiescing,1,1,0,0
acquirable,1,1,0,0
acquire,1,1,1,1
acquired,1,1,1,1
acquiree,0,1,0,0
acquirees,0,1,0,0
acquirement,1,1,0,0
acquirements,1,1,0,0
acquirer,0,1,0,0
acquirers,0,1,0,0
acquires,1,1,1,1
acquiring,1,1,1,1
acquisition,1,1,1,1
acquisitional,0,1,0,0
acquisitions,1,1,1,1
acquisitive,1,1,0,0
acquisitively,1,1,0,0
acquisitiveness,1,1,0,0
acquisitivenesses,1,0,0,0
acquisitor,0,1,0,0
acquisitors,0,1,0,0
acquit,1,1,0,0
acquits,1,1,0,0
acquittal,1,1,0,0
acquittals,1,1,0,0
acquittance,0,1,0,0
acquittances,0,1,0,0
acquitted,1,1,0,0
acquitter,0,1,0,0
acquitters,0,1,0,0
acquitting,1,1,0,0
acrasia,0,1,0,0
acrasias,0,1,0,0
acrasin,0,1,0,0
acrasins,0,1,0,0
acratic,0,1,0,0
acre,1,1,1,1
acreage,1,1,1,1
acreages,1,1,0,0
acred,0,1,0,0
acres,1,1,1,1
acrid,1,1,0,0
acrider,1,1,0,0
acridest,1,1,0,0
acridine,0,1,0,0
acridines,0,1,0,0
acridities,1,1,0,0
acridity,1,1,0,0
acridly,1,1,0,0
acridness,1,1,0,0
acridnesses,1,1,0,0
acriflavine,0,1,0,0
acriflavines,0,1,0,0
acrimonies,1,1,0,0
acrimonious,1,1,0,0
acrimoniously,1,1,0,0
acrimoniousness,1,1,0,0
acrimoniousnesses,1,0,0,0
acrimony,1,1,0,0
acritarch,0,1,0,0
acritarchs,0,1,0,0
acritical,0,1,0,0
acro,0,1,0,0
acrobat,1,1,1,1
acrobatic,1,1,0,0
acrobatically,1,1,0,0
acrobatics,1,1,0,0
acrobats,1,1,0,0
acrocentric,0,1,0,0
acrocentrics,0,1,0,0
acrodont,0,1,0,0
acrodonts,0,1,0,0
acrogen,0,1,0,0
acrogenic,0,1,0,0
acrogens,0,1,0,0
acrolect,0,1,0,0
acrolects,0,1,0,0
acrolein,0,1,0,0
acroleins,0,1,0,0
acrolith,0,1,0,0
acroliths,0,1,0,0
acromegalic,0,1,0,0
acromegalics,0,1,0,0
acromegalies,0,1,0,0
acromegaly,0,1,0,0
acromia,0,1,0,0
acromial,0,1,0,0
acromion,0,1,0,0
acronic,0,1,0,0
acronical,0,1,0,0
acronycal,0,1,0,0
acronym,1,1,1,1
acronymic,0,1,0,0
acronymically,0,1,0,0
acronyms,1,1,1,1
acropetal,0,1,0,0
acropetally,0,1,0,0
acrophobe,0,1,0,0
acrophobes,0,1,0,0
acrophobia,1,1,0,0
acrophobias,1,1,0,0
acrophobic,0,1,0,0
acropolis,1,1,0,0
acropolises,1,1,0,0
acros,0,1,0,0
acrosomal,0,1,0,0
acrosome,0,1,0,0
acrosomes,0,1,0,0
acrospire,0,1,0,0
acrospires,0,1,0,0
across,1,1,1,1
acrostatic,0,1,0,0
acrostic,1,1,0,0
acrostical,0,1,0,0
acrostically,0,1,0,0
acrostics,1,1,0,0
acrotic,0,1,0,0
acrotism,0,1,0,0
acrotisms,0,1,0,0
acrylamide,0,1,0,0
acrylamides,0,1,0,0
acrylate,0,1,0,0
acrylates,0,1,0,0
acrylic,1,1,1,1
acrylics,1,1,0,0
acrylonitrile,0,1,0,0
acrylonitriles,0,1,0,0
acs,0,0,1,0
act,1,1,1,1
acta,0,1,1,0
actabilities,0,1,0,0
actability,0,1,0,0
actable,0,1,0,0
acted,1,1,1,1
actin,0,1,0,0
actinal,0,1,0,0
actinally,0,1,0,0
acting,1,1,1,1
actings,1,1,0,0
actinia,0,1,0,0
actiniae,0,1,0,0
actinian,0,1,0,0
actinians,0,1,0,0
actinias,0,1,0,0
actinic,0,1,0,0
actinically,0,1,0,0
actinide,0,1,0,0
actinides,0,1,0,0
actinism,0,1,0,0
actinisms,0,1,0,0
actinium,1,1,0,0
actiniums,1,1,0,0
actinoid,0,1,0,0
actinoids,0,1,0,0
actinolite,0,1,0,0
actinolites,0,1,0,0
actinometer,0,1,0,0
actinometers,0,1,0,0
actinometric,0,1,0,0
actinometries,0,1,0,0
actinometry,0,1,0,0
actinomorphic,0,1,0,0
actinomorphies,0,1,0,0
actinomorphy,0,1,0,0
actinomyces,0,1,0,0
actinomycete,0,1,0,0
actinomycetes,0,1,0,0
actinomycetous,0,1,0,0
actinomycin,0,1,0,0
actinomycins,0,1,0,0
actinomycoses,0,1,0,0
actinomycosis,0,1,0,0
actinomycotic,0,1,0,0
actinon,0,1,0,0
actinons,0,1,0,0
actins,0,1,0,0
action,1,1,1,1
actionable,1,1,0,0
actionably,0,1,0,0
actioned,0,1,0,0
actioner,0,1,0,0
actioners,0,1,0,0
actioning,0,1,0,0
actionless,0,1,0,0
actions,1,1,1,1
activate,1,1,1,1
activated,1,1,1,1
activates,1,1,0,0
activating,1,1,0,0
activation,1,1,1,1
activations,1,1,0,0
activator,1,1,0,0
activators,1,1,0,0
active,1,1,1,1
actively,1,1,1,1
activeness,1,1,0,0
activenesses,1,1,0,0
actives,1,1,0,0
activewear,0,1,0,0
activewears,0,1,0,0
activex,0,0,1,0
activism,1,1,1,1
activisms,1,1,0,0
activist,1,1,1,1
activistic,0,1,0,0
activists,1,1,1,1
activities,1,1,1,1
activity,1,1,1,1
activize,0,1,0,0
activized,0,1,0,0
activizes,0,1,0,0
activizing,0,1,0,0
actomyosin,0,1,0,0
actomyosins,0,1,0,0
actor,1,1,1,1
actorish,0,1,0,0
actorly,0,1,0,0
actors,1,1,1,1
actress,1,1,1,1
actresses,1,1,1,1
actressy,0,1,0,0
acts,1,1,1,1
actual,1,1,1,1
actualise,0,1,0,0
actualised,0,1,0,0
actualises,0,1,0,0
actualising,0,1,0,0
actualities,1,1,0,0
actuality,1,1,0,0
actualization,1,1,0,0
actualizations,1,1,0,0
actualize,1,1,0,0
actualized,1,1,0,0
actualizes,1,1,0,0
actualizing,1,1,0,0
actually,1,1,1,1
actuarial,1,1,1,1
actuarially,0,1,0,0
actuaries,1,1,0,0
actuary,1,1,0,0
actuate,1,1,0,0
actuated,1,1,0,0
actuates,1,1,0,0
actuating,1,1,0,0
actuation,1,1,0,0
actuations,1,1,0,0
actuator,1,1,0,0
actuators,1,1,0,0
acuate,0,1,0,0
acuities,1,1,0,0
acuity,1,1,0,0
aculeate,0,1,0,0
aculeated,0,1,0,0
aculeates,0,1,0,0
aculei,0,1,0,0
aculeus,0,1,0,0
acumen,1,1,0,0
acumens,1,1,0,0
acuminate,0,1,0,0
acuminated,0,1,0,0
acuminates,0,1,0,0
acuminating,0,1,0,0
acuminous,0,1,0,0
acupressure,1,1,0,0
acupressures,1,1,0,0
acupuncture,1,1,1,1
acupunctures,1,1,0,0
acupuncturing,0,1,0,0
acupuncturings,0,1,0,0
acupuncturist,1,1,0,0
acupuncturists,1,1,0,0
acura,0,0,1,0
acutance,0,1,0,0
acutances,0,1,0,0
acute,1,1,1,1
acutely,1,1,0,0
acuteness,1,1,0,0
acutenesses,1,1,0,0
acuter,1,1,0,0
acutes,1,1,0,0
acutest,1,1,0,0
acxiom,0,0,1,0
acyclic,0,1,0,0
acyclovir,1,1,0,0
acyclovirs,1,1,0,0
acyl,0,1,0,0
acylate,0,1,0,0
acylated,0,1,0,0
acylates,0,1,0,0
acylating,0,1,0,0
acylation,0,1,0,0
acylations,0,1,0,0
acyloin,0,1,0,0
acyloins,0,1,0,0
acyls,0,1,0,0
ad,1,1,1,1
ada,0,0,1,0
adage,1,1,0,0
adages,1,1,0,0
adagial,0,1,0,0
adagio,1,1,0,0
adagios,1,1,0,0
adam,0,0,1,0
adamance,0,1,0,0
adamances,0,1,0,0
adamancies,0,1,0,0
adamancy,0,1,0,0
adamant,1,1,0,0
adamantine,0,1,0,0
adamantly,1,1,0,0
adamants,1,1,0,0
adams,0,0,1,0
adamsite,0,1,0,0
adamsites,0,1,0,0
adapt,1,1,1,1
adaptabilities,1,1,0,0
adaptability,1,1,0,0
adaptable,1,1,0,0
adaptation,1,1,1,1
adaptational,0,1,0,0
adaptationally,0,1,0,0
adaptationism,0,1,0,0
adaptationisms,0,1,0,0
adaptationist,0,1,0,0
adaptationists,0,1,0,0
adaptations,1,1,0,0
adaptec,0,0,1,0
adapted,1,1,1,1
adaptedness,0,1,0,0
adaptednesses,0,1,0,0
adapter,1,1,1,1
adapters,1,1,1,1
adapting,1,1,0,0
adaption,0,1,0,0
adaptions,0,1,0,0
adaptive,1,1,1,1
adaptively,0,1,0,0
adaptiveness,0,1,0,0
adaptivenesses,0,1,0,0
adaptivities,0,1,0,0
adaptivity,0,1,0,0
adaptogen,0,1,0,0
adaptogenic,0,1,0,0
adaptogens,0,1,0,0
adaptor,1,1,1,1
adaptors,1,1,1,1
adapts,1,1,0,0
adaxial,0,1,0,0
adblocker,0,1,0,0
adblockers,0,1,0,0
adbot,0,1,0,0
adbots,0,1,0,0
adc,0,0,1,0
add,1,1,1,1
addable,1,1,0,0
addax,0,1,0,0
addaxes,0,1,0,0
added,1,1,1,1
addedly,0,1,0,0
addend,1,1,0,0
addenda,1,1,0,0
addends,1,1,0,0
addendum,1,1,1,1
addendums,0,1,0,0
adder,1,1,0,0
adders,1,1,0,0
addible,1,1,0,0
addict,1,1,1,1
addicted,1,1,1,1
addicting,1,1,0,0
addiction,1,1,1,1
addictions,1,1,0,0
addictive,1,1,1,1
addicts,1,1,0,0
adding,1,1,1,1
addison,0,0,1,0
addition,1,1,1,1
additional,1,1,1,1
additionally,1,1,1,1
additions,1,1,1,1
additive,1,1,1,1
additively,0,1,0,0
additives,1,1,1,1
additivities,0,1,0,0
additivity,0,1,0,0
additory,0,1,0,0
addle,1,1,0,0
addled,1,1,0,0
addlepated,0,1,0,0
addles,1,1,0,0
addling,1,1,0,0
addr,0,0,1,0
address,1,1,1,1
addressability,0,1,0,0
addressable,0,1,0,0
addressed,1,1,1,1
addressee,1,1,0,0
addressees,1,1,0,0
addresser,0,1,0,0
addressers,0,1,0,0
addresses,1,1,1,1
addressing,1,1,1,1
addressor,0,1,0,0
addressors,0,1,0,0
addrest,0,1,0,0
adds,1,1,1,1
adduce,1,1,0,0
adduced,1,1,0,0
adducent,0,1,0,0
adducer,0,1,0,0
adducers,0,1,0,0
adduces,1,1,0,0
adducible,0,1,0,0
adducing,1,1,0,0
adduct,0,1,0,0
adducted,0,1,0,0
adducting,0,1,0,0
adduction,0,1,0,0
adductions,0,1,0,0
adductive,0,1,0,0
adductor,0,1,0,0
adductors,0,1,0,0
adducts,0,1,0,0
adeem,0,1,0,0
adeemed,0,1,0,0
adeeming,0,1,0,0
adeems,0,1,0,0
adelaide,0,0,1,0
adelgid,0,1,0,0
adelgids,0,1,0,0
ademption,0,1,0,0
ademptions,0,1,0,0
adenine,1,1,0,0
adenines,1,1,0,0
adenitis,0,1,0,0
adenitises,0,1,0,0
adenocarcinoma,0,1,0,0
adenocarcinomas,0,1,0,0
adenohypophyses,0,1,0,0
adenohypophysis,0,1,0,0
adenoid,1,1,0,0
adenoidal,1,1,0,0
adenoidally,0,1,0,0
adenoids,1,1,0,0
adenoma,0,1,0,0
adenomas,0,1,0,0
adenomata,0,1,0,0
adenomatous,0,1,0,0
adenoses,0,1,0,0
adenosine,0,1,0,0
adenosines,0,1,0,0
adenosis,0,1,0,0
adenoviral,0,1,0,0
adenovirus,0,1,0,0
adenoviruses,0,1,0,0
adenyl,0,1,0,0
adenylate,0,1,0,0
adenylates,0,1,0,0
adenyls,0,1,0,0
adept,1,1,0,0
adepter,0,1,0,0
adeptest,0,1,0,0
adeptly,1,1,0,0
adeptness,1,1,0,0
adeptnesses,1,1,0,0
adepts,1,1,0,0
adequacies,1,1,0,0
adequacy,1,1,1,1
adequate,1,1,1,1
adequately,1,1,1,1
adequateness,1,1,0,0
adequatenesses,1,1,0,0
adhd,0,0,1,0
adherable,0,1,0,0
adhere,1,1,1,1
adhered,1,1,0,0
adherence,1,1,1,1
adherences,1,1,0,0
adherend,0,1,0,0
adherends,0,1,0,0
adherent,1,1,0,0
adherently,0,1,0,0
adherents,1,1,0,0
adherer,0,1,0,0
adherers,0,1,0,0
adheres,1,1,0,0
adhering,1,1,0,0
adhesion,1,1,1,1
adhesional,0,1,0,0
adhesions,1,1,0,0
adhesive,1,1,1,1
adhesively,0,1,0,0
adhesiveness,1,1,0,0
adhesivenesses,1,1,0,0
adhesives,1,1,1,1
adhibit,0,1,0,0
adhibited,0,1,0,0
adhibiting,0,1,0,0
adhibits,0,1,0,0
adiabatic,0,1,0,0
adiabatically,0,1,0,0
adidas,0,0,1,0
adieu,1,1,0,0
adieus,1,1,0,0
adieux,1,1,0,0
adios,1,1,0,0
adioses,0,1,0,0
adipex,0,0,1,0
adipic,0,1,0,0
adipocere,0,1,0,0
adipoceres,0,1,0,0
adipocyte,0,1,0,0
adipocytes,0,1,0,0
adipogeneses,0,1,0,0
adipogenesis,0,1,0,0
adipogenic,0,1,0,0
adipose,1,1,0,0
adiposes,0,1,0,0
adiposis,0,1,0,0
adiposities,0,1,0,0
adiposity,0,1,0,0
adipous,0,1,0,0
adit,0,1,0,0
adits,0,1,0,0
adj,0,0,1,0
adjacence,0,1,0,0
adjacences,0,1,0,0
adjacencies,1,1,0,0
adjacency,1,1,0,0
adjacent,1,1,1,1
adjacently,1,1,0,0
adjectival,1,1,0,0
adjectivally,1,1,0,0
adjective,1,1,0,0
adjectively,0,1,0,0
adjectives,1,1,0,0
adjoin,1,1,0,0
adjoined,1,1,0,0
adjoining,1,1,1,1
adjoins,1,1,0,0
adjoint,0,1,0,0
adjoints,0,1,0,0
adjourn,1,1,0,0
adjourned,1,1,1,1
adjourning,1,1,0,0
adjournment,1,1,0,0
adjournments,1,1,0,0
adjourns,1,1,0,0
adjudge,1,1,0,0
adjudged,1,1,0,0
adjudgement,0,1,0,0
adjudgements,0,1,0,0
adjudges,1,1,0,0
adjudging,1,1,0,0
adjudgment,0,1,0,0
adjudgments,0,1,0,0
adjudicate,1,1,0,0
adjudicated,1,1,0,0
adjudicates,1,1,0,0
adjudicating,1,1,0,0
adjudication,1,1,0,0
adjudications,1,1,0,0
adjudicative,1,1,0,0
adjudicator,1,1,0,0
adjudicators,1,1,0,0
adjudicatory,1,1,0,0
adjunct,1,1,1,1
adjunction,0,1,0,0
adjunctions,0,1,0,0
adjunctive,0,1,0,0
adjunctly,0,1,0,0
adjuncts,1,1,0,0
adjuration,1,1,0,0
adjurations,1,1,0,0
adjuratory,0,1,0,0
adjure,1,1,0,0
adjured,1,1,0,0
adjurer,0,1,0,0
adjurers,0,1,0,0
adjures,1,1,0,0
adjuring,1,1,0,0
adjuror,0,1,0,0
adjurors,0,1,0,0
adjust,1,1,1,1
adjustabilities,0,1,0,0
adjustability,0,1,0,0
adjustable,1,1,1,1
adjusted,1,1,1,1
adjuster,1,1,0,0
adjusters,1,1,0,0
adjusting,1,1,1,1
adjustive,0,1,0,0
adjustment,1,1,1,1
adjustmental,0,1,0,0
adjustments,1,1,1,1
adjustor,1,1,0,0
adjustors,1,1,0,0
adjusts,1,1,0,0
adjutancies,0,1,0,0
adjutancy,0,1,0,0
adjutant,1,1,0,0
adjutants,1,1,0,0
adjuvant,0,1,0,0
adjuvants,0,1,0,0
adland,0,1,0,0
adlands,0,1,0,0
adler,0,0,1,0
adm,0,0,1,0
adman,1,1,0,0
admass,0,1,0,0
admasses,0,1,0,0
admeasure,0,1,0,0
admeasured,0,1,0,0
admeasurement,0,1,0,0
admeasurements,0,1,0,0
admeasures,0,1,0,0
admeasuring,0,1,0,0
admen,1,1,0,0
admin,0,1,1,0
administer,1,1,1,1
administered,1,1,1,1
administering,1,1,1,1
administers,1,1,0,0
administrable,0,1,0,0
administrant,0,1,0,0
administrants,0,1,0,0
administrate,1,1,0,0
administrated,1,1,0,0
administrates,1,1,0,0
administrating,1,1,0,0
administration,1,1,1,1
administrations,1,1,0,0
administrative,1,1,1,1
administratively,1,0,0,0
administrator,1,1,1,1
administrators,1,1,1,1
administratrix,0,1,0,0
admins,0,1,1,0
admirabilities,0,1,0,0
admirability,0,1,0,0
admirable,1,1,0,0
admirableness,0,1,0,0
admirablenesses,0,1,0,0
admirably,1,1,0,0
admiral,1,1,1,1
admirals,1,1,0,0
admiralship,0,1,0,0
admiralships,0,1,0,0
admiralties,1,1,0,0
admiralty,1,1,0,0
admiration,1,1,0,0
admirations,1,1,0,0
admire,1,1,1,1
admired,1,1,0,0
admirer,1,1,0,0
admirers,1,1,0,0
admires,1,1,0,0
admiring,1,1,0,0
admiringly,1,1,0,0
admissibilities,1,1,0,0
admissibility,1,1,0,0
admissible,1,1,0,0
admissibly,1,0,0,0
admission,1,1,1,1
admissions,1,1,1,1
admissive,0,1,0,0
admit,1,1,1,1
admits,1,1,1,1
admittance,1,1,0,0
admittances,1,1,0,0
admitted,1,1,1,1
admittedly,1,1,0,0
admittee,0,1,0,0
admittees,0,1,0,0
admitter,0,1,0,0
admitters,0,1,0,0
admitting,1,1,0,0
admix,1,1,0,0
admixed,1,1,0,0
admixes,1,1,0,0
admixing,1,1,0,0
admixt,0,1,0,0
admixture,1,1,0,0
admixtures,1,1,0,0
admonish,1,1,0,0
admonished,1,1,0,0
admonisher,0,1,0,0
admonishers,0,1,0,0
admonishes,1,1,0,0
admonishing,1,1,0,0
admonishingly,0,1,0,0
admonishment,1,1,0,0
admonishments,1,1,0,0
admonition,1,1,0,0
admonitions,1,1,0,0
admonitor,0,1,0,0
admonitorily,0,1,0,0
admonitors,0,1,0,0
admonitory,1,1,0,0
adnate,0,1,0,0
adnation,0,1,0,0
adnations,0,1,0,0
adnexa,0,1,0,0
adnexal,0,1,0,0
adnominal,0,1,0,0
adnoun,0,1,0,0
adnouns,0,1,0,0
ado,1,1,0,0
adobe,1,1,1,1
adobelike,0,1,0,0
adobes,1,1,0,0
adobo,0,1,0,0
adobos,0,1,0,0
adolescence,1,1,0,0
adolescences,1,1,0,0
adolescent,1,1,1,1
adolescently,0,1,0,0
adolescents,1,1,1,1
adonis,0,1,0,0
adonises,0,1,0,0
adopt,1,1,1,1
adoptabilities,0,1,0,0
adoptability,0,1,0,0
adoptable,1,1,0,0
adopted,1,1,1,1
adoptee,0,1,0,0
adoptees,0,1,0,0
adopter,1,1,0,0
adopters,1,1,0,0
adoptianism,0,1,0,0
adoptianisms,0,1,0,0
adopting,1,1,1,1
adoption,1,1,1,1
adoptionism,0,1,0,0
adoptionisms,0,1,0,0
adoptionist,0,1,0,0
adoptionists,0,1,0,0
adoptions,1,1,0,0
adoptive,1,1,0,0
adoptively,0,1,0,0
adopts,1,1,0,0
adorabilities,0,1,0,0
adorability,0,1,0,0
adorable,1,1,1,1
adorableness,1,1,0,0
adorablenesses,1,1,0,0
adorably,1,1,0,0
adoration,1,1,0,0
adorations,1,1,0,0
adorbs,0,1,0,0
adore,1,1,0,0
adored,1,1,0,0
adorer,1,1,0,0
adorers,1,1,0,0
adores,1,1,0,0
adoring,1,1,0,0
adoringly,1,1,0,0
adorkable,0,1,0,0
adorn,1,1,0,0
adorned,1,1,0,0
adorner,0,1,0,0
adorners,0,1,0,0
adorning,1,1,0,0
adornment,1,1,0,0
adornments,1,1,0,0
adorns,1,1,0,0
ados,1,1,0,0
adown,0,1,0,0
adoze,0,1,0,0
adp,0,0,1,0
adr,0,0,1,0
adrenal,1,1,0,0
adrenalectomies,0,1,0,0
adrenalectomy,0,1,0,0
adrenalin,1,1,0,0
adrenaline,1,1,1,1
adrenalines,1,1,0,0
adrenalins,1,1,0,0
adrenalised,0,1,0,0
adrenalized,0,1,0,0
adrenally,0,1,0,0
adrenals,1,1,0,0
adrenergic,0,1,0,0
adrenergically,0,1,0,0
adrenochrome,0,1,0,0
adrenochromes,0,1,0,0
adrenocortical,0,1,0,0
adrian,0,0,1,0
adrift,1,1,0,0
adroit,1,1,0,0
adroiter,0,1,0,0
adroitest,0,1,0,0
adroitly,1,1,0,0
adroitness,1,1,0,0
adroitnesses,1,1,0,0
ads,1,1,1,1
adscititious,0,1,0,0
adscript,0,1,0,0
adscripts,0,1,0,0
adsense,0,0,1,0
adsl,0,0,1,0
adsorb,1,1,0,0
adsorbable,0,1,0,0
adsorbate,0,1,0,0
adsorbates,0,1,0,0
adsorbed,1,1,0,0
adsorbent,1,1,0,0
adsorbents,1,1,0,0
adsorber,0,1,0,0
adsorbers,0,1,0,0
adsorbing,1,1,0,0
adsorbs,1,1,0,0
adsorption,1,1,0,0
adsorptions,1,1,0,0
adsorptive,0,1,0,0
adsuki,0,1,0,0
adsukis,0,1,0,0
adularia,0,1,0,0
adularias,0,1,0,0
adulate,1,1,0,0
adulated,1,1,0,0
adulates,1,1,0,0
adulating,1,1,0,0
adulation,1,1,0,0
